source,target,tgt_lng 
ratiometric,比率式,
clamped settle node,钳位建立节点,
74HC123 dual one shot,74HC123双单稳态触发器,
CABERRATION = 0pF,CABERRATION = 0pF,
CABERRATION = −35pF,CABERRATION = −35pF,
Measuring and Compensating Signal Path Delay and Circuit Trimming Procedures,信号路径延迟测量与补偿及电路修调程序,
Figure 16.13,图16.13,
Figure 16.14,图16.14,
Figure 16.15,图16.15,
Figure 16.16,图16.16,
Lead acid batteries,铅酸电池,
positive temperature coefficient thermistor,正温度系数热敏电阻,
nickel cadmium,镍镉,
nickel metal hydride,镍金属氢化物,
Constant Current Battery Charger,恒流电池充电器,
Figure 3.17,图3.17,
flyback configuration,反激式配置,
Figure 14.4,图14.4,
Dcrit = 0.5,临界占空比点,
V0 = 2V,输出电压为2V,
I0 = 20A,输出电流为20A,
fs = 250kHz,开关频率为250kHz,
MOSFET switches,MOSFET开关,
dual-phase technique,双相技术,
single-phase circuit,单相电路,
Figure 14.5,图14.5,
PolyPhase techniques,多相技术,
load transient performance,负载瞬态响应性能,
Figure 14.6,图14.6,
Normalized Output Ripple Current vs Duty Cycle,归一化输出纹波电流与占空比关系,
Optimum Phase Number for Minimizing the Ripple Currents,最小化纹波电流的最优相数,
V0 = 1.2V,输出电压为1.2V,
V0 = 1.5V,输出电压为1.5V,
V0 = 2.0V,输出电压为2.0V,
V0 = 2.5V,输出电压为2.5V,
Figure J7b,图J7b,
Figure J7c,图J7c,
Figure J8a,图J8a,
Figure J8b,图J8b,
General Instruments,通用仪器公司,
GSI,GSI,
C H A P T ER 8,第8章,
FB pins,反馈引脚,
VC pins,误差放大器输出引脚,
RC box,RC补偿网络盒,
current mode switching regulators,电流模式开关稳压器,
Inductor selection,电感器选型,
step-down converter,降压转换器,
Model 845 Inductor Selection Kit,Model 845电感器选型套件,
"Pulse Engineering, Inc.",Pulse Engineering公司,
450mH,450毫亨,
170mH,170毫亨,
California,加利福尼亚州,
RH,相对湿度,
General Radio 1422D,General Radio 1422D,
Figure 36.13,图36.13,
Figure 36.14,图36.14,
Carl Nelson,卡尔·尼尔森,
piezoelectric materials,压电材料,
piezoelectric transformer,压电变压器,
Rosen,罗森,
1956,1956年,
"Albuquerque, New Mexico",新墨西哥州阿尔伯克基,
indirect piezoelectric effect,逆压电效应,
lead-zirconate-titanate (PZT),锆钛酸铅（PZT）,
lead-titanate (PbTiO2),钛酸铅（PbTiO₂）,
lead-zirconate (PbZrO3),锆酸铅（PbZrO₃）,
barium-titanate (BaTiO3),钛酸钡（BaTiO₃）,
electrostrictive effect,电致伸缩效应,
200ns,200纳秒,
parasitic capacitance,寄生电容,
Bipolar DACs,双极型数模转换器,
20pF-30pF,20皮法–30皮法,
DAC-80,DAC-80,
82pF,82皮法,
22pF,22皮法,
S E C T I ON T W O,第二部分,
Virtual Remote Sense,虚拟远端检测,
Virtual Remote Sensing,虚拟远端检测,
Figures A3 through A10,图A3至图A10,
S E C T I O N TW O,第二部分,
VOS DT drift,输入失调电压温漂,
Philbrick Researches Model SP656,Philbrick Researches SP656型模块放大器,
chopper-stabilization techniques,斩波稳定技术,
E. A. Goldberg,E. A. 戈德伯格,
Figure 26.1,图26.1,
analog-to-digital converter,模数转换器,
100kW,100千欧,
stabilizing amplifier,稳定放大器,
AC amplifier,交流放大器,
auto-zero technique,自动调零技术,
CEXTA,CEXTA,
CEXTB,CEXTB,
modulus gages,模量应变计,
strain gage transducers,应变计传感器,
foil-based strain gage transducers,箔式应变计传感器,
bridge configuration,电桥配置,
Daniel A. Artusi,丹尼尔·A·阿尔图西,
Randy K. Frank,兰迪·K·弗兰克,
Motorola Semiconductor Products Sector Discrete and Special Technologies Group,摩托罗拉半导体产品事业部分立器件与特种技术部,
C.S. Smith,C.S. 史密斯,
silicon,硅,
germanium,锗,
piezoresistive effect,压阻效应,
silicon pressure sensors,硅压力传感器,
Section 2,第2节,
inverting,反相,
Cuk,库克,
residual input-derived artifacts,残余输入衍生干扰,
Figure 2.2,图2.2,
switching regulator’s clock frequency,开关稳压器时钟频率,
spikes,尖峰,
pulsed energy delivery,脉冲能量输送,
fast transition times,快速切换时间,
160V,160伏,
0V to 200V,0伏至200伏,
350V transistor,350伏晶体管,
1000V unit,1000伏器件,
inductive flyback,电感反激,
VSUPPLY = 60V,供电电压=60伏,
source voltage,源极电压,
MOSFET’s capacitances,MOSFET寄生电容,
gate-source voltages,栅源电压,
Figure D5,图D5,
VSUPPLY = 160V,供电电压=160伏,
400V,400伏,
Figure D6,图D6,
10A,10安,
900V,900伏,
Figure D7,图D7,
reverse-biased diode,反向偏置二极管,
zener clipper,齐纳钳位器,
MOSFET-LT1071 Cascode Switch,MOSFET-LT1071级联开关,
Test Circuit for MOSFET-LT1071 Cascode with Transformer Load,带变压器负载的MOSFET-LT1071级联测试电路,
MOSFET-LT1071 Cascode Switching the Transformer Primary—Secondary Load is 0.2W,MOSFET-LT1071级联开关驱动变压器原边—副边负载为0.2瓦,
Undamped Regulator Flyback Pulse at 2.5A Output,无缓冲稳压器在2.5安输出下的反激脉冲,
N = transformer turns ratio,N = 变压器匝数比,
VSNUB = snubber voltage,VSNUB = 缓冲电压,
VM = maximum allowed switch voltage,VM = 开关最大允许电压,
shields,屏蔽罩,
Mu-metal,坡莫合金,
aspirin,阿司匹林,
interrupt driven power supply,中断驱动型电源,
push-pull architecture,推挽式架构,
400ns,400纳秒,
Figure 13.5,图13.5,
Figure 13.6,图13.6,
R1-C1,R1-C1,
Figure 13.1,图13.1,
984 Southwest 13th Court,984西南13大道,
Pompano Beach,庞帕诺比奇,
FL33069,佛罗里达州33069,
305-781-8900,305-781-8900,
S E C TI O N F O U R,第四部分,
Manipulative Therapy,手法治疗,
shunt,并联型,
series,串联型,
Figure 35.3,图35.3,
CHAPTER 35,第35章,
5V powered precision instrumentation amplifier,5V供电精密仪器放大器,
transducer,传感器,
single-ended outputs,单端输出,
common mode noise,共模噪声,
Figure 27.6,图27.6,
input protection,输入保护,
filtering capability,滤波能力,
shield driving output,屏蔽驱动输出,
Figure 27.6a,图27.6a,
LT1014,LT1014,
open-loop gain,开环增益,
100kW-1mF combination,100kΩ–1μF组合,
60Hz pickup,60Hz干扰,
transistor-diode clamps,晶体管-二极管钳位电路,
industrial environments,工业环境,
shield driver,屏蔽驱动器,
input cable capacitance,输入电缆电容,
input common mode voltage,输入共模电压,
Figure 27.6b,图27.6b,
chopper-stabilized,斩波稳定型,
ground referred measurement,以地为参考的测量,
DC precision,直流精度,
monolithic W15V instrumentation amps,单片W15V仪器放大器,
Figure 27.5,图27.5,
Cold Junction Compensated Thermocouple Signal Conditioner,冷端补偿热电偶信号调理器,
CHAPTER 27,第27章,
VCE,集电极-发射极电压,
2-die type,双芯片型,
monolithic types,单片型,
5.6k resistor,5.6kΩ电阻,
20ns lag,20纳秒延迟,
RH circuit,相对湿度电路,
40nV noise,40纳伏噪声,
0.05mV/°C drift,0.05毫伏/摄氏度漂移,
Figure 36.17,图36.17,
LT1028,LT1028,
chopper based carrier modulation scheme,基于斩波的载波调制方案,
1mV,1毫伏,
10Hz bandwidth,10赫兹带宽,
monolithic chopper stabilized amplifiers,单片式斩波稳定放大器,
25nA,25纳安,
5V supply,5伏电源,
W2.5V,±2.5伏,
LTC1799 Clock,LTC1799时钟,
Humidity Sensor Based Charge Pump,基于湿度传感器的电荷泵,
A1 Output Ramp,A1输出斜坡,
C1 Q Output,C1的Q输出,
AC Feedback at C1,C1处的交流反馈,
VIN(LOW),最低输入电压,
BM,最大工作磁通密度,
f,工作频率,
Ve,磁芯体积,
me,有效磁芯磁导率,
DIL,电感纹波电流峰峰值,
power bandwidth,满功率带宽,
full power frequency,满功率频率,
peak amplifier output voltage,峰值放大器输出电压,
VS,电源电压,
fO,截止频率,
III,III,
Breadboarding,面包板搭建,
connection techniques,连接技术,
oscilloscope photographs,示波器照片,
hops,跳变,
50W Coaxial Terminator,50Ω同轴终端器,
Extension Tube,延长管,
Sampler Circuitry,采样器电路,
Sampler Digital Support Circuitry,采样器数字支持电路,
Nonsaturating Amplifier,非饱和放大器,
X10 Post Amplifier,×10后置放大器,
S E C TI O N O N E,第一部分,
Data Conversion,数据转换,
LT1683 controller,LT1683控制器,
LC sections,LC滤波段,
Figure 17.16,图17.16,
Figure 17.15,图17.15,
Figure 17.17,图17.17,
VIN = 28V,输入电压为28 V,
"5V, 1A load",5 V、1 A负载,
Figure 7.5,图7.5,
VIN is reduced to 12V,输入电压降至12 V,
Figure 7.6,图7.6,
AC line conditions,交流线路条件,
LM317,LM317,
switching pre-regulation,开关预稳压,
Figure 7.7,图7.7,
saturation losses,饱和损耗,
Note 3,注3,
Note 4,注4,
C H APTE R 7,第7章,
Figure 33.18,图33.18,
trace length,走线长度,
paralleling capacitors,并联电容,
wideband bypassing,宽带旁路,
resonant interaction,谐振相互作用,
step,阶跃信号,
amplifier loading,放大器负载,
Figure 33.19,图33.19,
5V step,5V阶跃信号,
300ns,300纳秒,
500W,500欧姆,
0.1mF,0.1毫法,
Figure 33.20,图33.20,
peaking,峰值,
ring,振铃,
poor quality bypass capacitor,低质量旁路电容,
A/D,模数转换器,
ESUPPLY,电源电压,
10M diode pair,10兆欧二极管对,
20ms sample-hold,20毫秒采样保持,
SAR A/D,逐次逼近型模数转换器,
CD4066,CD4066,
Figure 29.13,图29.13,
Figure 29.14,图29.14,
Figure 29.15,图29.15,
Notebook,笔记本电脑,
palmtop,掌上电脑,
nickel-hydride,镍氢电池,
lead acid,铅酸电池,
rechargeable lithium,可充电锂电,
alkaline batteries,碱性电池,
3.3V,3.3伏,
Robert Dobkin,罗伯特·多布金,
Dennis O’Neill,丹尼斯·奥尼尔,
Steve Pietkiewicz,史蒂夫·皮特基维茨,
Tim Skovmand,蒂姆·斯科夫曼,
Milt Wilcox,米尔特·威尔科克斯,
Additional comments on breadboarding,关于面包板搭建的额外说明,
PC layout,PCB布局,
positive feedback,正反馈,
Figure 33.63,图33.63,
High Speed Amplifier A1,高速放大器A1,
halogen lamp,卤素灯,
LT4180 Data Sheet,LT4180数据手册,
2010,2010年,
"Ridley, R.",里德利，R.,
Analyzing the Sepic Converter,SEPIC变换器分析,
Power Systems Design Europe,欧洲电源系统设计,
"November, 2006",2006年11月,
Figure 4.19,图4.19,
Figure 4.20,图4.20,
Figure 4.21,图4.21,
Figure 4.22,图4.22,
Figure 5.19,图5.19,
continuous inductor current,连续电感电流,
200mH,200毫亨,
core,磁芯,
pulse-by-pulse current limit,逐周期电流限制,
maximum switch current,最大开关电流,
ripple voltage,纹波电压,
thermal time constant,热时间常数,
small normal mode lamp,小型常态模式灯,
"low frequency, low distortion mode",低频低失真模式,
large lamps,大型灯,
Figure 32.42,图32.42,
Figure 32.43,图32.43,
electronic amplitude stabilization loop,电子幅度稳定环路,
LT1055,LT1055,
DC reference,直流参考电压,
temperature compensation,温度补偿,
channel resistance,沟道电阻,
oscillator output amplitude,振荡器输出幅度,
15mF capacitor,15毫法电容,
22k resistor,22千欧电阻,
Figure 32.44,图32.44,
2f distortion,二次谐波失真,
lamp-based approach,基于灯的方法,
FET gate voltage,场效应管栅极电压,
channel voltage-resistance modulation effect,沟道电压-电阻调制效应,
local feedback,局部反馈,
Multirange Wien Bridge-Based Oscillator,多量程文氏电桥型振荡器,
#327 lamp,#327灯,
Figure 32.33,图32.33,
Figure 32.32,图32.32,
crystal,晶体,
Figure 32.34,图32.34,
Sine wave output quartz stabilized bridge oscillator,正弦波输出石英稳频电桥振荡器,
Figure 32.35,图32.35,
Figure 32.31,图32.31,
Bridge Oscillator,电桥振荡器,
Bridge-Based Crystal Oscillator,基于电桥的晶体振荡器,
Figure 32.33 with Lamp Added for Gain Stabilization,图32.33（增加灯丝电阻实现增益稳定）,
Figure 4.1,图4.1,
Figure 4.2,图4.2,
Figure 4.3,图4.3,
Figure 4.4,图4.4,
LT4180 Virtual Remote Sense,LT4180虚拟远端检测,
Jesus Rosales,赫苏斯·罗萨莱斯,
Kurk Mathews,柯克·马修斯,
Tom Hack,汤姆·哈克,
2-Wire virtual remote sensing for voltage regulators,电压调节器的两线虚拟远端检测,
Clairvoyance,远见,
Minuteman missile D-17B inertial navigation system,民兵导弹D-17B惯性导航系统,
1962,1962年,
Pastoriza Electronics,帕斯托里扎电子公司,
1970s,20世纪70年代,
Si-Chrome resistors,硅铬电阻器,
LTC2757,LTC2757,
Chebyshev,切比雪夫,
synchronously tuned filter,同步调谐滤波器,
AM27A,AM27A,
Figure 31.29,图31.29,
8th order Elliptic LP filter,8阶椭圆低通滤波器,
10Hz input square wave,10Hz输入方波,
Figure 31.30,图31.30,
8th order Bessel LPF,8阶贝塞尔低通滤波器,
Figures 31.31 through 31.34,图31.31至图31.34,
Figure 31.27,图31.27,
Maximally Flat Delay (Bessel) Filters,最大平坦延时（贝塞尔）滤波器,
Figure 31.28,图31.28,
Anatol I. Zverev,阿纳托利·I·兹韦列夫,
ADCs,模数转换器,
Figure 21.1,图21.1,
1.25Msps,1.25兆样本每秒,
William C. Rempfer,威廉·C·伦普弗,
Figure 37.14,图37.14,
tRISE = 90ps,上升时间 = 90皮秒,
1S2 sampling plug-in,1S2采样插件,
Figure 37.15,图37.15,
6GHz,6 GHz,
tRISE = 60 picoseconds,上升时间 = 60皮秒,
Tektronix TDS 6604,泰克TDS 6604型示波器,
1 nanosecond,1纳秒,
2500V/ms,2500伏/毫秒,
Figure 37.16,图37.16,
LT1818 amplifier,LT1818放大器,
1GHz real time measurement bandwidth,1 GHz实时测量带宽,
Figure 37.7,图37.7,
Figure 37.17,图37.17,
Michael J. Martin,迈克尔·J·马丁,
Feedback Based Compensation Waveforms,基于反馈的补偿波形,
VC,VC节点,
PZT Output Nodes,PZT输出节点,
2.3kHz Oscillation Frequency,2.3 kHz振荡频率,
PWM,脉宽调制,
100Hz to 200Hz,100 Hz至200 Hz,
