source,target,tgt_lng 
AMD Hammer Processor VRM Design Guide,AMD Hammer处理器电压调节模块设计指南,
power Schottky diode,功率肖特基二极管,
Zhongming Ye,叶中明,
transformer secondary winding,变压器次级绕组,
5-lead TSOT-23 package,5引脚TSOT-23封装,
right-half plane (RHP) zero,右半平面零点,
DMOS power switch,DMOS功率开关,
internal compensation network,内部补偿网络,
Automotive and Industrial Power Design,汽车与工业电源设计,
Figure 310.1,图310.1,
Figure 310.2,图310.2,
VIN undervoltage lockout,输入电压欠压闭锁,
Figure 310.3,图310.3,
VOUT vs VIN,输出电压随输入电压变化关系,
24V output voltage,24V输出电压,
800mV 1% reference,800 mV 1%基准电压源,
5V preset option,5V预设选项,
circuit noise immunity,电路抗噪声能力,
Figure 310.4,图310.4,
ISET pin,ISET引脚,
ISET resistor,ISET电阻,
hysteretic topology,滞环拓扑结构,
Figure 310.5,图310.5,
resistive divider,电阻分压器,
Figure 310.6,图310.6,
steady-state input current,稳态输入电流,
output voltage begins to drop out of regulation,输出电压开始退出稳压状态,
A1B,A1B,
General Radio 1432k,通用无线电1432k,
100.00Ω,100.00Ω,
140°C,140°C,
154.26Ω,154.26Ω,
3.500V,3.500V,
249.0Ω,249.0Ω,
400.00°C,400.00°C,
10.000V,10.000V,
Guy M. Hoover,盖伊·M·胡佛,
Application Note 43,应用笔记43,
Figure 412.2,图412.2,
San-Hwa Chee,San-Hwa Chee,
LTC1265-5,LTC1265-5,
LTC1265-3.3,LTC1265-3.3,
Figure 102.1,图102.1,
Figure 102.2,图102.2,
current mode DC/DC converter,电流模式DC/DC转换器,
P-channel power MOSFET,P沟道功率MOSFET,
Figure 445.3,图445.3,
Figure 445.1,图445.1,
Figure 445.2,图445.2,
LM118,LM118,
John Seago,约翰·西戈,
Figure 100.1b,图100.1b,
RF EMI control mechanisms,射频电磁干扰控制机制,
spread-spectrum modulation,扩频调制,
phase-locked synchronization,锁相同步,
Figure 100.1a,图100.1a,
Figure 100.2,图100.2,
cycle-skipping mode,跳周期模式,
flyback waveform,反激波形,
refresh mode,刷新模式,
CHARGE pin,充电引脚,
DONE pin,完成引脚,
photoflash capacitors,闪光灯电容器,
MSOP-10 package,MSOP-10封装,
Hewlett-Packard HP-4195A,惠普HP-4195A,
Linear Technology Corporation AN55,凌力尔特公司应用笔记AN55,
Figure 307.1,图307.1,
Figure 307.2,图307.2,
R1-R2 divider,R1-R2分压器,
CTIMER,CTIMER,
Figure 424.1,图424.1,
http://dx.doi.org/10.1016/B978-0-12-800001-4.00424-5,http://dx.doi.org/10.1016/B978-0-12-800001-4.00424-5,
LTC1520,LTC1520,
LTC1518,LTC1518,
LTC1519,LTC1519,
Figure 392.1,图392.1,
Bessel filter,贝塞尔滤波器,
Figure 479.2,图479.2,
Figure 479.3,图479.3,
7th order Butterworth 10Hz filter,七阶巴特沃斯10Hz滤波器,
Figure 479.1,图479.1,
LT1109A,LT1109A,
RS232 V+,RS232正电源电压,
V−,负电源电压,
RS232 drivers,RS232驱动器,
Driver Disable,驱动器禁用,
Keep-alive receivers,保持激活接收器,
Figure 396.4,图396.4,
Table 396.1,表396.1,
Robert Sheehan,罗伯特·希恩,
±6%,±6%,
±90mV,±90毫伏,
100A/μs,100安/微秒,
470μF,470微法,
30mΩ,30毫欧,
3nH,3纳亨,
375mΩ,3.75毫欧,
375pH,375皮亨,
Figure 8.1,图8.1,
1.25V,1.25伏,
110μA,110微安,
36μA,36微安,
Figure 161.3,图161.3,
Q1-Q2,Q1-Q2,
1N5818,1N5818,
0.02μF capacitor,0.02微法电容,
562Ω to 50k potentiometer chain,562欧至50千欧电位器链,
10k-1μF pair,10千欧–1微法组合,
2μF capacitor,2微法电容,
Application Note 45,应用笔记45,
Anthony Bonte,安东尼·邦特,
P54C/P55C Pentium processor autoselect circuit,P54C/P55C奔腾处理器自动选择电路,
Figure 168.1,图168.1,
500Hz,500赫兹,
0.56W,0.56瓦,
2.25W,2.25瓦,
11Ω,11欧姆,
5W,5瓦,
Bridging,桥接,
35Ω,35欧姆,
8MHz,8兆赫兹,
Table 439.1,表439.1,
C-Load amplifiers,容性负载放大器,
"10,000pF",10000皮法,
Figure 439.2,图439.2,
Figure 439.3,图439.3,
Figure 439.4,图439.4,
LT12O7,LT12O7,
3300pF,3300皮法,
CCD image sensor,CCD图像传感器,
300ns,300纳秒,
Figure 114.1,图114.1,
Figure 114.2,图114.2,
true output disconnect,真正输出断开,
synchronous rectifier,同步整流器,
Figure 209.1,图209.1,
"42V, 2.5A synchronous step-down regulator",42 V、2.5 A 同步降压稳压器,
2.5μA quiescent current,2.5 μA 静态电流,
short-circuit robustness,短路鲁棒性,
small inductors,小型电感器,
output load requirements,输出负载要求,
overload,过载,
short-circuit conditions,短路条件,
saturated inductors,饱和电感器,
high speed peak current mode architecture,高速峰值电流模式架构,
robust switch design,鲁棒开关设计,
RMS rating,均方根额定值,
saturation current rating,饱和电流额定值,
external sense resistor,外部检测电阻,
communications applications,通信应用,
top and bottom power switches,上下功率开关,
synchronous regulator topology,同步稳压器拓扑结构,
synchronous power switch,同步功率开关,
low output voltage applications,低压输出应用,
voltage drop,压降,
Figure 35.1,图35.1,
Figure 35.2,图35.2,
12V to 3.3V circuit,12 V 至 3.3 V 电路,
nonsynchronous circuit,非同步电路,
Figure 80.1,图80.1,
volt-seconds,伏秒积,
input capacitor,输入电容,
square pulse current,方波脉冲电流,
MOSFET VDS sensing,MOSFET漏源极电压检测,
output current limit,输出电流限值,
VIN = 12V,输入电压为12V,
maximum output current,最大输出电流,
1.1A,1.1安培,
Figure 80.2,图80.2,
diode D2,二极管D2,
current reversal,电流反向,
cycle skipping,周期跳变,
Synchronous circuit,同步电路,
higher power,更高功率,
higher VIN,更高输入电压,
Figure 80.3,图80.3,
on-resistance MOSFET switches,低导通电阻MOSFET开关,
higher current inductor,大电流电感器,
RMS currents,均方根电流,
synchronous switch M4,同步开关M4,
LTC1693-2,LTC1693-2,
clamp network,钳位网络,
Figure 80.4,图80.4,
Synchronous 12V Output Buck/Boost Converter,同步12V输出升降压变换器,
Synchronous Buck/Boost Circuit,同步升降压电路,
Micropower ADC and DAC,微功耗模数转换器和数模转换器,
PC,个人计算机,
rail-to-rail output,轨到轨输出,
2.048V reference,2.048 V基准电压源,
3-wire serial interface,3线串行接口,
DOUT pin,数据输出引脚,
Figure 354.1,图354.1,
DTR,数据终端就绪,
RTS,请求发送,
CTS,清除发送,
TX,发送,
C4,电容C4,
D5,二极管D5,
D6,二极管D6,
Figure 76.2a,图76.2a,
Figure 76.2b,图76.2b,
modulation comparator,调制比较器,
audible noise,可听噪声,
RF interference,射频干扰,
Figure 32.2,图32.2,
switch node voltage,开关节点电压,
ripple waveforms,纹波波形,
5V input,5V输入,
−5.2V output,−5.2V输出,
1.7A,1.7A,
PMOSFET,PMOSFET,
diode,二极管,
Figure 32.3,图32.3,
70mA,70mA,
Figure 32.4,图32.4,
Figure 32.5,图32.5,
efficiency curves,效率曲线,
continuous conduction,连续导通,
negative output,负输出,
positive source,正电源,
16-lead TSSOP package with an exposed pad,带裸露焊盘的16引脚TSSOP封装,
Figure 52.1,图52.1,
Figure 52.2,图52.2,
Figure 52.3,图52.3,
SDAOUT,SDAOUT,
SCLOUT,SCLOUT,
LTC4302-1,LTC4302-1,
LTC4302-2,LTC4302-2,
Figure 381.1,图381.1,
400μF,400微法电容,
0.92 seconds,0.92秒,
12V source,12伏电源,
180μs,180微秒,
lead-acid battery,铅酸电池,
14V float voltage,14伏浮充电压,
1:1,1:1,
trickle-charge mode,涓流充电模式,
CHARGE bit,充电位,
Figure 244.2,图244.2,
Figure 244.3,图244.3,
Figure 244.4,图244.4,
IADJ pin,IADJ引脚,
R3/C3 low-pass filter,R3/C3低通滤波器,
Figure 129.3,图129.3,
Figure 129.4,图129.4,
Figure 129.5,图129.5,
Figure 129.6,图129.6,
Figure 129.7,图129.7,
Digital-to-Analog,数模转换,
0V to 5V,0V 至 5V,
0V to 10V,0V 至 10V,
±10V,±10V,
±2.5V,±2.5V,
−2.5V to 7.5V,−2.5V 至 7.5V,
analog switches,模拟开关,
PSRR,电源抑制比,
on-resistance variation,导通电阻变化,
leakage,漏电流,
Precision matched resistor pairs,精密匹配电阻对,
dual operational amplifier,双运算放大器,
opto-isolation,光电隔离,
16-bit DAC,16位数模转换器,
4-quadrant operation,四象限工作,
synchronous switching regulator,同步开关稳压器,
"continuous conduction, synchronous buck architecture",连续导通同步降压架构,
inductor-based switching architecture,基于电感的开关架构,
transient recovery,瞬态恢复,
external inductor,外部电感器,
output load step,输出负载阶跃,
resistor-based circuits,基于电阻的电路,
regulator-based circuits,基于稳压器的电路,
SCSI,SCSI,
positive ECL supplies,正极射极耦合逻辑电源,
Marco Pan,马可·潘,
3μA,3微安,
Figure 359.2,图359.2,
Panasonic CR1632,松下CR1632,
3V lithium coin cell,3伏锂纽扣电池,
five years,五年,
LTBiCMOS,LTBiCMOS,
Figure 359.1,图359.1,
switched-capacitor,开关电容,
successive-approximation,逐次逼近,
SAR,SAR,
external reference input pin,外部基准电压输入引脚,
DC common-mode voltage,直流共模电压,
1mV resolution,1毫伏分辨率,
2-channel input multiplexer,双通道输入多路复用器,
Jim Drew,吉姆·德鲁,
data recovery electronics,数据恢复电子电路,
minimum input operating voltage,最小输入工作电压,
effective circuit resistance,有效电路电阻,
distribution losses,分布损耗,
RDIST,RDIST,
automatic crossover,自动切换,
Redundant arrays of independent disks,独立磁盘冗余阵列,
power failure,电源故障,
volatile memory,易失性存储器,
battery-based power backup,电池供电备份,
watt-seconds,瓦秒,
RAID controller,RAID控制器,
nonvolatile memory,非易失性存储器,
flash memory performance,闪存性能,
DRAM density,DRAM密度,
lower power consumption,更低功耗,
faster write time,更快写入时间,
superca- pacitors,超级电容器,
lower ESR,更低等效串联电阻,
higher capacitance per unit volume,单位体积更高电容,
LTC4412 PowerPath controller,LTC4412 PowerPath控制器,
dual output μModule DC/DC converter,双路输出μModule DC/DC转换器,
cell voltage balancing,单体电压均衡,
instrumentation amp,仪表放大器,
cable driver circuit,电缆驱动电路,
Milt Wilcox,米尔特·威尔科克斯,
Figure 112.2,图112.2,
transient,瞬态响应,
transient specifications,瞬态规格,
CPU core voltages,CPU核心电压,
1-step approach,一步法,
24V wall adapter,24V壁式适配器,
5V system supply,5V系统电源,
control loop optimization,控制环路优化,
battery voltages,电池电压,
adapter voltages,适配器电压,
switch inductor,开关电感器,
43V,43V,
20V,20V,
Figure 61.3,图61.3,
−3.3V,−3.3V,
ground reference,接地参考点,
input current,输入电流,
Figure 61.4,图61.4,
Figure 61.5,图61.5,
4.5V,4.5V,
automotive cold crank conditions,汽车冷启动工况,
battery voltage,电池电压,
LT1933 and LT1936,LT1933和LT1936,
step-down switching regulators,降压型开关稳压器,
4.5V to 30V,4.5V至30V,
Mike Shriver,迈克·施里弗,
NPN main switch,NPN主开关,
PNP output disconnect switch,PNP输出断开开关,
LCD panels,液晶显示屏,
OLED,OLED,
Schottky rectifier,肖特基整流器,
composite feedback,复合反馈,
PAL,PAL,
LT6550,LT6550,
Ryan Huff,瑞安·赫夫,
24V AC,24V交流电,
12V DC,12V直流电,
−12V DC,−12V直流电,
diode-ORed,二极管或连接,
wide input voltage isolated switching power supply,宽输入电压隔离式开关电源,
camera lens heaters,摄像机镜头加热器,
26W camera,26W摄像机,
0.5V drop Schottky diodes,0.5V压降肖特基二极管,
video surveillance industry,视频监控行业,
fixed-view security camera,定焦安防摄像头,
coax cable,同轴电缆,
RJ-45 jack,RJ-45接口,
auxiliary power connector,辅助电源接口,
full-bridge diode rectifier,全桥二极管整流器,
Jian Li,李健,
Gina Le,丽娜·李,
PMBus,PMBus,
16-bit delta-sigma ADC,16位Δ-Σ模数转换器,
DC/DC μModule,DC/DC微模块,
Figure 468.3,图468.3,
differential buffer,差分缓冲器,
differential output voltage noise density,差分输出电压噪声密度,
input common mode DC voltage,输入共模直流电压,
output common mode DC voltage,输出共模直流电压,
VREF,VREF,
Figure 468.4,图468.4,
input referred differential voltage noise density,折合到输入的差分电压噪声密度,
differential input signal-to-noise ratio,差分输入信噪比,
input AC common mode rejection,交流输入共模抑制,
LT1567 inverter gain tolerance,LT1567反相增益容差,
DC coupled,直流耦合,
output voltage swing limit,输出电压摆幅限值,
amplifier’s output,放大器输出,
LT1567 free design software,LT1567免费设计软件,
passband gain,通带增益,
capacitor value,电容值,
second order Chebyshev,二阶切比雪夫,
third order Chebyshev,三阶切比雪夫,
second order bandpass filters,二阶带通滤波器,
external standard component values,外部标准元件值,
circuit diagram,电路图,
differential circuits,差分电路,
second order lowpass filters,二阶低通滤波器,
third order lowpass filters,三阶低通滤波器,
second order bandpass filters with differential outputs,带差分输出的二阶带通滤波器,
Figure 468.3 • A Differential Input and Output Buffer/D,图468.3 • 差分输入与输出缓冲器/D,
Single-cell micropower fixed-frequency DC/DC converter,单节电池微功耗固定频率直流/直流转换器,
1V input,1伏输入,
75mA,75毫安,
10μF ceramic output capacitor,10微法陶瓷输出电容,
Figure 138.2,图138.2,
70%,70%,
1:500 load range,1:500负载范围,
200μA to 100mA,200微安至100毫安,
1.25V input,1.25伏输入,
Figure 138.3,图138.3,
5mA to 55mA,5毫安至55毫安,
455kHz band,455千赫频段,
D-case size tantalum capacitor,D型封装尺寸钽电容,
current mode PWM switching regulator,电流模式脉宽调制开关稳压器,
60μA,60微安,
low-battery detector comparator,低电池检测比较器,
200mV reference voltage,200毫伏基准电压,
Figure 373.1,图373.1,
COM pin,公共端引脚,
"seven channel, offset corrected data acquisition system",七通道零点校正数据采集系统,
Figure 373.2,图373.2,
pulse-width modulated signal,脉宽调制信号,
port C2,端口C2,
100μF,100微法,
Motorola MC68HC05,摩托罗拉MC68HC05,
unipolar mode,单极性模式,
bipolar mode,双极性模式,
49.9Ω resistor,49.9欧姆电阻,
100Ω,100欧姆,
DIN word,数据输入字,
5V full-scale voltage,5伏满量程电压,
200mV full-scale voltage,200毫伏满量程电压,
LTC1090 family of data acquisition systems,LTC1090系列数据采集系统,
low voltage transducers,低压传感器,
gain stage,增益级,
10-bit data acquisition system,10位数据采集系统,
eight channel multiplexer,八通道多路复用器,
RF choke L2,射频扼流圈L2,
tantalum filter capacitors C1 and C2,钽滤波电容C1和C2,
effective series resistance (ESR),等效串联电阻（ESR）,
Ethernet,以太网,
Cheapernet,廉价以太网,
PE-65329,PE-65329,
PE-65330,PE-65330,
George H. Barbehenn,乔治·H·巴贝赫恩,
polymer,聚合物,
gel electrolytes,凝胶电解质,
lithium ions,锂离子,
negative terminal,负极,
electrolyte,电解质,
positive terminal,正极,
intercalation,嵌入,
foil,箔,
surface area,表面积,
cobalt,钴,
manganese,锰,
iron phosphate,磷酸铁,
capacity,容量,
safety,安全性,
aging properties,老化特性,
metallic lithium,金属锂,
power manager,电源管理器,
Figure 196.1,图196.1,
VGATE,栅极电压,
ΔVGSARM,ΔVGSARM,
READY pin,READY引脚,
ISEL pin,ISEL引脚,
Figure 250.3,图250.3,
Figure 250.4,图250.4,
Figure 250.5,图250.5,
high side switch,高边开关,
gate drive voltage,栅极驱动电压,
bias supply voltage,偏置电源电压,
9mm × 15mm,9 毫米 × 15 毫米,
line and load transients,线路和负载瞬态,
